ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,MViolation,MViolation_Time_1,MViolation_Time_2,MViolation_Time_3,MViolation_Time_4,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,Malfunction,Malfunction_time_1,Malfunction_time_2,Malfunction_time_3,Malfunction_time_4,Agent_rel_1,Agent_rel_2,Agent_cause_1,Agent_cause_2,Object_Rel_1,Object_Rel_2,Object_cause_1,Object_cause_2,Control1_1_1,Control1_1_2,Control1_2_1,Control1_2_2,Control2_1_1,Control2_1_2,Control2_2_1,Control2_2_2,Control3_1_1,Control3_1_2,Control3_2_1,Control3_2_2,probability_4,morality,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BR-FL_15,DO-BR-FL_22,DO-BL-AgentQuestions,DO-BL-ObjectQuestions,DO-Q-MViolation,DO-Q-Conform,DO-Q-Object_Rel,DO-Q-Agent_rel,LocationLatitude,LocationLongitude,LocationAccuracy
R_NVxMipRgAVO2ysh,Default Response Set,Anonymous,,,99.189.108.39,0,10/7/2016 17:36,10/7/2016 17:43,1,1,1,1,1,0,0,123.616,0,,,,,,,,,,,1,1,,1,,,,,1,,1,,1,,1,,,1,1,1,100,6,1,23,2,,1,,,,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,33.71989441,-117.9031982,-1
R_RWdKjSKyFB3UrQZ,Default Response Set,Anonymous,,,141.140.157.85,0,10/7/2016 17:42,10/7/2016 17:44,1,1,1,1,,,,,,,,,,,1,6.099,22.843,35.781,2,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,100,10,1,18,2,,1,,,,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,1|2,,44.93580627,-93.1631012,-1
R_DS00JFktBVE8fWF,Default Response Set,Anonymous,,,67.253.191.122,0,10/7/2016 17:42,10/7/2016 17:44,1,1,1,1,,,,,,1,0.802,0.802,36.303,1,,,,,,1,1,,1,,,,,1,,1,,1,,1,,1,1,1,1,94,10,1,30,2,,,,,1,,,Norm conforming,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,43.12669373,-77.7315979,-1
R_1hAc7pJ4eq2kmuk,Default Response Set,Anonymous,,,75.136.99.24,0,10/7/2016 17:41,10/7/2016 17:46,1,1,1,1,,,,,,,,,,,1,0,0,81.196,0,1,2,,1,,,,,1,1,1,,,1,1,,1,1,1,1,95,7,2,36,,,,,,1,,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,35.67669678,-81.38500214,-1
R_29gnlux0cwlXwT5,Default Response Set,Anonymous,,,68.108.49.45,0,10/7/2016 17:42,10/7/2016 17:46,1,1,1,1,1,0,0,92.999,0,,,,,,,,,,,2,1,,1,,,,,1,,1,,1,,1,,,1,1,1,90,5,2,37,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,36.03970337,-114.9819031,-1
R_3feBnxZMwBkoxT5,Default Response Set,Anonymous,,,73.202.108.133,0,10/7/2016 17:43,10/7/2016 17:47,1,1,1,1,,,,,,1,0,0,83.16,0,,,,,,,,,,1,1,1,,1,,1,,1,,1,,1,1,1,1,,10,2,46,2,,,,,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,1|2,,37.91799927,-122.3031998,-1
R_3ktPJqkUaNPp9fk,Default Response Set,Anonymous,,,67.246.117.190,0,10/7/2016 17:45,10/7/2016 17:48,1,1,1,1,,,,,,,,,,,1,1.091,10.877,49.862,2,1,1,,1,,,,,1,,,1,1,1,1,,1,1,1,1,90,10,1,30,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,43.3480072,-76.34220123,-1
R_ethZUWA3C65ZJZL,Default Response Set,Anonymous,,,75.5.248.151,0,10/7/2016 17:39,10/7/2016 17:48,1,1,1,1,1,7.281,110.142,151.151,6,,,,,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,1,,1,,7,2,61,2,,,,,1,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,38.68389893,-121.052597,-1
R_3lQg4Y3SnE7h1Ob,Default Response Set,Anonymous,,,104.3.156.137,0,10/7/2016 17:47,10/7/2016 17:49,1,1,1,1,,,,,,,,,,,1,6.939,34.02,34.815,9,1,2,1,,,,,,,1,1,,1,,1,1,1,1,1,1,80,10,1,26,1,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,34.08869934,-118.3278046,-1
R_p3lUHSvfmrnxhsZ,Default Response Set,Anonymous,,,67.11.104.41,0,10/7/2016 17:47,10/7/2016 17:49,1,1,1,1,,,,,,1,0,0,57.808,0,,,,,,,,,,2,2,1,,1,,1,,1,,1,,1,1,1,1,38,9,2,,1,,,,,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,1|2,,37.75100708,-97.8219986,-1
R_1dsKQpHgqdvWCI7,Default Response Set,Anonymous,,,73.150.40.117,0,10/7/2016 17:48,10/7/2016 17:49,1,1,1,1,,,,,,1,2.206,4.487,32.781,2,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,1,1,1,1,80,9,2,27,2,,,,,1,,,Norm conforming,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,40.0256958,-74.89160156,-1
R_2Uhe4SEzjdOUwgW,Default Response Set,Anonymous,,,76.215.148.190,0,10/7/2016 17:47,10/7/2016 17:50,1,1,1,1,1,6.131,11.178,15.285,2,,,,,,,,,,,2,1,1,1,,,,,,1,,1,1,,1,,,1,,1,50,7,1,25,2,,1,,1,,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,36.67990112,-121.7897034,-1
R_30nM9BTPhhsZp4N,Default Response Set,Anonymous,,,207.255.1.98,0,10/7/2016 17:48,10/7/2016 17:51,1,1,1,1,1,0,0,46.856,0,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,,,,1,1,63,10,1,42,2,,,,,1,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,40.51719666,-78.36620331,-1
R_8jNLyfwj3dbXrr7,Default Response Set,Anonymous,,,68.226.142.81,0,10/7/2016 17:47,10/7/2016 17:51,1,1,1,1,,,,,,,,,,,1,0,0,61.204,0,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,50,10,2,31,2,,,,,1,,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,2|1,,30.16889954,-92.05989838,-1
R_3j2swEUPpXoTymG,Default Response Set,Anonymous,,,67.141.134.6,0,10/7/2016 17:48,10/7/2016 17:51,1,1,1,1,,,,,,1,0,0,77.921,0,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,1,,1,,95,6,1,52,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,34.79820251,-84.90820313,-1
R_5aogimcKOcaYG7T,Default Response Set,Anonymous,,,66.250.143.158,0,10/7/2016 17:39,10/7/2016 17:52,1,1,1,1,,,,,,1,93.33,94.105,100.996,2,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,1,,1,,50,7,2,53,2,,,,,1,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,1|2,,39.95970154,-75.19680023,-1
R_1OVaDXppxHPCnpX,Default Response Set,Anonymous,,,185.89.216.224,0,10/7/2016 17:48,10/7/2016 17:52,1,1,1,1,,,,,,,,,,,1,0,0,44.592,0,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,76,9,2,22,2,,,,1,,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,2|1,,37.75100708,-97.8219986,-1
R_vYm5lOEAN2mwkzD,Default Response Set,Anonymous,,,74.120.201.143,0,10/7/2016 17:51,10/7/2016 17:53,1,1,1,1,1,18.998,18.998,19.683,1,,,,,,,,,,,,,,,,2,,1,1,,,1,1,,,1,1,,1,,36,7,1,20,2,,,,,1,,,Moral norm violation,Object Questions,,Object_Rel|Object_cause,,,2|1,,40.90939331,-89.24500275,-1
R_TbFR0xCqRTxtr1v,Default Response Set,Anonymous,,,68.203.142.133,0,10/7/2016 17:49,10/7/2016 17:53,1,1,1,1,,,,,,,,,,,1,68.295,73.475,91.024,4,2,1,,1,,,,,,1,1,,1,1,1,,1,1,1,1,81,5,2,58,2,,1,,,,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,33.01620483,-96.53820038,-1
R_2uQjXDIDYsTXlJy,Default Response Set,Anonymous,,,184.6.206.127,0,10/7/2016 17:52,10/7/2016 17:54,1,1,1,1,,,,,,1,0,0,44.842,0,,,,,,1,1,1,,,,,,1,,1,1,1,1,,1,1,,1,,39,10,2,40,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,40.18080139,-77.21389771,-1
R_3kjMD6qzWpBToJC,Default Response Set,Anonymous,,,98.127.137.171,0,10/7/2016 17:51,10/7/2016 17:55,1,1,1,1,,,,,,,,,,,1,0,0,58.022,0,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,100,10,1,44,2,,,,,1,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,1|2,,46.51719666,-112.1211014,-1
R_XiXB1UUDzUJxNzb,Default Response Set,Anonymous,,,172.73.24.30,0,10/7/2016 17:50,10/7/2016 17:55,1,1,1,1,1,0,0,125.845,0,,,,,,,,,,,,,,,2,2,,,1,,1,,1,,1,,,1,1,,100,10,1,35,2,,1,,,,,,Moral norm violation,Object Questions,,Object_Rel|Object_cause,,,1|2,,35.32839966,-80.74590302,-1
R_2PnhNcXXdJvfMCL,Default Response Set,Anonymous,,,97.85.6.21,0,10/7/2016 17:44,10/7/2016 17:55,1,1,1,1,1,4.542,15.251,126.383,3,,,,,,,,,,,,,,,2,2,1,,1,,1,,1,,1,,,1,1,,75,7,2,59,2,,,,,1,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,44.46690369,-84.61289978,-1
R_1dfN3wFgOseaE8U,Default Response Set,Anonymous,,,143.199.125.10,0,10/7/2016 17:53,10/7/2016 17:55,1,1,1,1,,,,,,1,0,0,42.145,0,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,1,1,1,1,50,10,1,29,2,,,,,1,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,2|1,,39.63839722,-104.9057999,-1
R_3eeuByHp6HEem6l,Default Response Set,Anonymous,,,158.145.240.113,0,10/7/2016 17:53,10/7/2016 17:56,1,1,1,1,,,,,,,,,,,1,0,0,73.478,0,2,1,,1,,,,,,1,1,,1,1,1,,1,1,1,,71,8,2,21,2,,,,,1,,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,58.58129883,-134.7698059,-1
R_1IN7pOk5zfVNmj6,Default Response Set,Anonymous,,,104.61.190.207,0,10/7/2016 17:52,10/7/2016 17:56,1,1,1,1,,,,,,,,,,,1,0,0,57.682,0,2,1,,1,,,,,1,1,1,,1,1,1,,1,,1,,80,8,1,26,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,42.97729492,-87.89409637,-1
R_3J7P1Y4mwrsZv3B,Default Response Set,Anonymous,,,68.34.105.246,0,10/7/2016 17:53,10/7/2016 17:58,1,1,1,1,1,26.583,26.583,92.302,1,,,,,,,,,,,2,1,,1,,,,,1,,1,,1,,1,,,1,1,1,50,7,,23,,,,,,1,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,42.01150513,-83.91690063,-1
R_1NzeDnQXV8zIzp4,Default Response Set,Anonymous,,,134.228.77.221,0,10/7/2016 17:39,10/7/2016 17:59,1,1,1,1,1,0,0,413.769,0,,,,,,,,,,,,,,,2,2,1,1,1,,1,,1,,1,,1,1,1,1,58,9,1,36,2,,,,1,,,,Moral norm violation,Object Questions,,Object_Rel|Object_cause,,,1|2,,41.40159607,-82.73100281,-1
R_3Kow97keZnzCqHC,Default Response Set,Anonymous,,,69.244.139.191,0,10/7/2016 17:58,10/7/2016 18:00,1,1,1,1,,,,,,1,0,0,36.227,0,,,,,,,,,,2,2,1,1,1,,1,,1,,1,,1,1,1,1,90,10,2,24,2,,,,1,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,1|2,,42.33180237,-83.3710022,-1
R_2wsEuLv33DmsT7I,Default Response Set,Anonymous,,,67.236.153.130,0,10/7/2016 17:59,10/7/2016 18:01,1,1,1,1,,,,,,,,,,,1,2.138,5.936,50.032,2,,,,,1,1,,1,,1,1,,1,1,1,,1,1,1,1,100,6,1,39,2,,,,,1,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,2|1,,41.35809326,-86.31220245,-1
R_1mQNAE2waRFfvqA,Default Response Set,Anonymous,,,104.186.234.163,0,10/7/2016 17:54,10/7/2016 18:01,1,1,1,1,1,11.706,71.984,101.301,2,,,,,,,,,,,,,,,2,2,,1,1,,1,,1,,1,,,1,1,1,60,7,2,50,2,,,,1,,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,36.00740051,-79.87319946,-1
R_2TpD4fl2gdCuinh,Default Response Set,Anonymous,,,69.246.33.173,0,10/7/2016 17:59,10/7/2016 18:02,1,1,1,1,,,,,,,,,,,1,0,0,42.692,0,2,1,,1,,,,,,1,1,,1,1,1,,1,1,1,,88,7,1,32,2,,,,,1,,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,32.38819885,-93.80660248,-1
R_3mh3HUYFN0MH6mo,Default Response Set,Anonymous,,,68.8.133.135,0,10/7/2016 17:59,10/7/2016 18:02,1,1,1,1,1,0,0,73.244,0,,,,,,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,,1,,1,52,5,2,26,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,32.6802063,-117.0474014,-1
R_DuCUmGVwToY5Fm1,Default Response Set,Anonymous,,,100.15.107.56,0,10/7/2016 17:59,10/7/2016 18:02,1,1,1,1,,,,,,1,3.161,11.379,51.192,2,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,1,1,1,1,60,10,2,38,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,39.05259705,-77.1210022,-1
R_2B3rQusGGkgvAyN,Default Response Set,Anonymous,,,96.246.245.34,0,10/7/2016 17:55,10/7/2016 18:03,1,1,1,1,,,,,,,,,,,1,15.23,29.678,127.669,2,2,1,,1,,,,,,1,1,,1,1,1,,1,1,1,1,92,9,1,56,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,40.74819946,-73.90679932,-1
R_3Pul3LmdoYW1B0z,Default Response Set,Anonymous,,,73.26.59.176,0,10/7/2016 17:54,10/7/2016 18:04,1,1,1,1,,,,,,1,83.486,83.486,99.338,1,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,1,,1,,75,8,1,51,2,,,,,1,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,1|2,,35.14450073,-106.6446991,-1
R_3PNsKC5T0wSl6Dh,Default Response Set,Anonymous,,,99.111.60.205,0,10/7/2016 18:00,10/7/2016 18:04,1,1,1,1,1,55.345,86.808,113.53,8,,,,,,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,,1,1,1,90,6,1,33,2,,1,,,,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,2|1,,42.28529358,-87.87000275,-1
R_31Hq9Oicz2ETXWf,Default Response Set,Anonymous,,,208.189.200.2,0,10/7/2016 18:02,10/7/2016 18:05,1,1,1,1,1,0,0,85.41,0,,,,,,,,,,,,,,,1,2,1,1,1,,1,,1,,1,,1,,1,,79,8,1,27,2,,1,,,,,,Moral norm violation,Object Questions,,Object_Rel|Object_cause,,,2|1,,32.95880127,-96.98120117,-1
R_2v7KhDuUoP88JVD,Default Response Set,Anonymous,,,46.21.154.83,0,10/7/2016 17:57,10/7/2016 18:06,1,1,1,1,1,2.691,219.518,280.259,2,,,,,,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,,1,1,,80,6,2,30,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,37.75100708,-97.8219986,-1
R_1jV9u5vlbEj6et3,Default Response Set,Anonymous,,,73.25.116.218,0,10/7/2016 18:06,10/7/2016 18:09,1,1,1,1,,,,,,,,,,,1,20.203,20.673,40.794,2,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,100,10,1,28,2,,,,,1,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,2|1,,44.63639832,-123.0065002,-1
R_1rpNxQ3O0pIcOHv,Default Response Set,Anonymous,,,50.25.90.34,0,10/7/2016 18:04,10/7/2016 18:10,1,1,1,1,1,5.093,103.608,151.232,6,,,,,,,,,,,2,1,,1,,,,,1,,1,,1,,1,,,1,1,1,,5,2,38,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,35.16130066,-101.8789978,-1
R_323GxSDPJGwV7XN,Default Response Set,Anonymous,,,97.91.239.113,0,10/7/2016 18:03,10/7/2016 18:10,1,1,1,1,,,,,,1,2.49,8.769,72.839,2,,,,,,,,,,2,1,1,1,1,,1,,1,,1,,1,1,1,1,60,7,1,53,2,,,,,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,2|1,,38.58990479,-90.34690094,-1
R_PZ3E9F0fgmlg3UB,Default Response Set,Anonymous,,,73.0.140.142,0,10/7/2016 18:09,10/7/2016 18:11,1,1,1,1,,,,,,,,,,,1,0,0,45.586,0,,,,,2,1,1,1,,1,1,,1,1,1,,1,1,1,1,100,10,1,18,1,,1,,,1,1,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,2|1,,26.11300659,-80.32559967,-1
R_29g1adTKtrFcCVb,Default Response Set,Anonymous,,,76.102.204.158,0,10/7/2016 18:07,10/7/2016 18:11,1,1,1,1,1,0,0,73.059,0,,,,,,,,,,,1,1,,1,,,,,1,,1,,1,,1,,,1,1,1,31,5,2,57,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,37.86720276,-122.2568054,-1
R_2zl5flgsJ4Ez94A,Default Response Set,Anonymous,,,173.95.148.176,0,10/7/2016 18:13,10/7/2016 18:16,1,1,1,1,,,,,,1,0,0,49.471,0,,,,,,2,2,1,1,,,,,1,,1,,1,,1,,1,1,1,1,65,10,2,56,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,35.97669983,-78.55439758,-1
R_3MGQSyc0y1jET96,Default Response Set,Anonymous,,,76.14.30.138,0,10/7/2016 18:15,10/7/2016 18:20,1,1,1,1,1,0,0,102.758,0,,,,,,,,,,,,,,,2,2,,,1,,1,,1,,1,,,1,,1,100,6,1,,2,,,,,,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,37.4624939,-122.2405014,-1
R_Zyrb1zrSymJ1iuZ,Default Response Set,Anonymous,,,70.180.167.56,0,10/7/2016 18:15,10/7/2016 18:20,1,1,1,1,,,,,,,,,,,1,0,0,67.916,0,,,,,2,1,,1,,1,1,,1,1,1,,1,1,1,1,95,10,1,32,2,,,,,1,,,Malfunction,Object Questions,,Object_Rel|Object_cause,,,1|2,,36.03160095,-115.2117996,-1
R_cSxFlHiZ1CypICl,Default Response Set,Anonymous,,,99.135.152.79,0,10/7/2016 18:14,10/7/2016 18:21,1,1,1,1,,,,,,1,2.771,20.548,165.628,4,,,,,,,,,,2,2,1,1,1,,1,,1,,1,,1,1,1,1,80,9,1,44,2,,,,,1,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,1|2,,41.86610413,-88.10700226,-1
R_11Zyiz685vHHVcK,Default Response Set,Anonymous,,,174.107.112.153,0,10/7/2016 18:19,10/7/2016 18:23,1,1,1,1,,,,,,1,0,0,116.112,0,,,,,,,,,,2,2,,1,1,,1,,1,,1,,1,,1,,71,9,1,25,2,,,,,1,,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,2|1,,34.14039612,-81.3368988,-1
R_1dMQEAnQqs0tyBR,Default Response Set,Anonymous,,,67.168.73.27,0,10/7/2016 18:16,10/7/2016 18:23,1,1,1,1,,,,,,,,,,,1,0,0,115.063,0,1,2,1,,,,,,,1,1,,1,1,1,,1,,1,,90,9,1,50,2,,,,,1,,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,47.63439941,-122.3422012,-1
R_2pLZQ0rmfHexuU7,Default Response Set,Anonymous,,,50.157.24.35,0,10/7/2016 18:18,10/7/2016 18:23,1,1,1,1,,,,,,1,0,0,1.986,0,,,,,,2,1,1,,,,,,1,,,1,1,,,1,1,,,1,36,7,2,34,2,,,,1,,,,Norm conforming,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,32.48019409,-88.63289642,-1
R_vZwxOMwnbwZ7GQV,Default Response Set,Anonymous,,,168.150.116.189,0,10/7/2016 18:21,10/7/2016 18:26,1,1,1,1,,,,,,,,,,,1,0,0,86.849,0,2,1,,1,,,,,,1,1,,1,1,1,,1,,1,,,9,1,29,1,,,,,,1,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,38.4828949,-121.639801,-1
R_27HXfSKUBMdUMvN,Default Response Set,Anonymous,,,98.113.98.48,0,10/7/2016 18:22,10/7/2016 18:26,1,1,1,1,1,73.524,73.524,74.234,1,,,,,,,,,,,,,,,1,2,1,1,1,,1,,1,,1,,,1,1,,90,4,1,24,2,,,,,1,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,40.83929443,-73.27970123,-1
R_1ZF6bovNnzFjWU1,Default Response Set,Anonymous,,,24.183.94.103,0,10/7/2016 18:22,10/7/2016 18:29,1,1,1,1,,,,,,,,,,,1,88.615,89.168,101.217,2,1,2,1,1,,,,,,1,1,,1,1,1,,1,1,1,1,90,9,2,47,2,,,,,1,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,1|2,44.88760376,-89.51999664,-1
R_3dWaJLa8uBtcS5z,Default Response Set,Anonymous,,,99.29.175.88,0,10/7/2016 18:27,10/7/2016 18:31,1,1,1,1,,,,,,1,0,0,80.407,0,,,,,,2,1,,1,,,,,1,,1,,1,,1,,1,,1,,50,9,1,42,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,40.04190063,-82.96140289,-1
R_0GtyPCbmJqNvSmd,Default Response Set,Anonymous,,,71.180.81.178,0,10/7/2016 18:21,10/7/2016 18:32,1,1,1,1,1,3.992,3.992,6.24,1,,,,,,,,,,,,,,,1,1,,,1,,1,,1,,1,,1,,1,,100,9,2,49,2,,,,1,,,,Moral norm violation,Object Questions,,Object_cause|Object_Rel,,,1|2,,28.21580505,-82.6595993,-1
R_1NmPfN1W4gCZ6qF,Default Response Set,Anonymous,,,72.190.112.43,0,10/7/2016 18:27,10/7/2016 18:33,1,1,1,1,1,2.456,13.517,62.894,3,,,,,,,,,,,,,,,2,1,,1,1,,1,,1,,1,,,1,1,1,80,5,1,42,2,,,,,1,,,Moral norm violation,Object Questions,,Object_Rel|Object_cause,,,2|1,,32.90130615,-96.79360199,-1
R_vAWwpnhmtnFZtwl,Default Response Set,Anonymous,,,172.58.152.37,0,10/7/2016 18:27,10/7/2016 18:35,1,1,1,1,,,,,,1,0,0,199.516,0,,,,,,,,,,2,2,1,1,1,,1,,1,,1,,1,1,1,1,,10,2,35,2,,,,1,,,,Norm conforming,Object Questions,,Object_cause|Object_Rel,,,2|1,,33.74899292,-84.38800049,-1
R_3DhazMMY5ZPbLWh,Default Response Set,Anonymous,,,24.53.78.106,0,10/7/2016 18:31,10/7/2016 18:35,1,1,1,1,,,,,,,,,,,1,3.439,18.299,64.922,3,2,1,,1,,,,,,1,1,,1,1,1,,1,1,1,1,95,9,1,26,2,,,,,1,,,Malfunction,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,37.20210266,-79.62850189,-1
R_1j8rFHheREr85GB,Default Response Set,Anonymous,,,67.249.246.143,0,10/7/2016 18:32,10/7/2016 18:35,1,1,1,1,1,26.515,26.515,29.963,1,,,,,,,,,,,2,1,,1,,,,,1,,1,,1,,1,,,1,1,,100,6,1,30,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,43.03509521,-76.55519867,-1
R_1Ka3ZVfPPdjhJ0h,Default Response Set,Anonymous,,,67.162.199.94,0,10/7/2016 18:35,10/7/2016 18:36,1,1,1,1,,,,,,,,,,,1,0,0,0.74,0,,,,,1,,1,,1,,,,1,,,1,,1,1,,32,6,1,21,1,,,,1,,,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,1|2,,34.67590332,-92.35639954,-1
R_3MRwsaVzhSzrqD4,Default Response Set,Anonymous,,,108.87.134.35,0,10/7/2016 18:31,10/7/2016 18:37,1,1,1,1,,,,,,1,2.755,73.402,74.909,2,,,,,,,,,,2,2,,,1,,1,,1,,1,,1,1,1,1,90,10,1,28,1,1,,,1,1,1,,Norm conforming,Object Questions,,Object_Rel|Object_cause,,,2|1,,33.17689514,-96.69850159,-1
R_31yB6VSK0ts3kOK,Default Response Set,Anonymous,,,76.124.18.195,0,10/7/2016 18:31,10/7/2016 18:37,1,1,1,1,,,,,,,,,,,1,0,0,219.239,0,2,2,1,1,,,,,1,,1,1,1,,1,,1,1,1,1,23,9,2,,,,,,,,,,Malfunction,Agent Questions,Agent_cause|Agent_rel,,,,,2|1,39.84309387,-75.46620178,-1
R_2bUibtYGdfhuOfa,Default Response Set,Anonymous,,,75.25.130.131,0,10/7/2016 18:34,10/7/2016 18:38,1,1,1,1,1,0,0,71.821,0,,,,,,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,,1,1,1,75,9,1,33,2,,1,,,,,,Moral norm violation,Object Questions,,Object_Rel|Object_cause,,,1|2,,37.30610657,-122.0019989,-1
R_1hWoltQzBl2nJUV,Default Response Set,Anonymous,,,73.181.26.7,0,10/7/2016 18:35,10/7/2016 18:38,1,1,1,1,,,,,,1,0,0,53.99,0,,,,,,2,2,1,,,,,,1,,1,1,1,,1,,1,1,1,1,93,10,1,36,2,,,,,1,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,38.19340515,-104.8125,-1
R_3FXX1rJfMmETstf,Default Response Set,Anonymous,,,73.95.132.154,0,10/7/2016 18:35,10/7/2016 18:39,1,1,1,1,1,0,0,15.065,0,,,,,,,,,,,1,1,1,1,,,,,1,,1,,1,,1,,1,1,1,1,100,10,2,38,2,,,,,1,,,Moral norm violation,Agent Questions,Agent_rel|Agent_cause,,,,,1|2,39.67619324,-104.887001,-1
R_3DbUR65SnOH7q9s,Default Response Set,Anonymous,,,68.108.174.161,0,10/7/2016 18:37,10/7/2016 18:40,1,1,1,1,,,,,,1,0,0,35.884,0,,,,,,2,1,1,,,,,,1,1,,,1,1,,,1,1,,,24,7,2,27,2,,,,1,,,,Norm conforming,Agent Questions,Agent_rel|Agent_cause,,,,,2|1,36.14430237,-115.2794037,-1
R_1CjC5txsH6f8ONq,Default Response Set,Anonymous,,,75.134.114.123,0,10/7/2016 18:36,10/7/2016 18:41,1,1,1,1,,,,,,,,,,,1,48.662,60.38,61.342,4,,,,,2,1,,1,,1,1,,,,,,1,1,1,1,55,10,2,25,2,,,,1,,,,Malfunction,Object Questions,,Object_cause|Object_Rel,,,1|2,,43.67970276,-85.56189728,-1
