ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,SNT,SNT_Time_1,SNT_Time_2,SNT_Time_3,SNT_Time_4,UNT,UNT_time_1,UNT_time_2,UNT_time_3,UNT_time_4,INT,INT_time_1,INT_time_2,INT_time_3,INT_time_4,DNT,DNT_time_1,DNT_time_2,DNT_time_3,DNT_time_4,Agent_rel_1,Agent_rel_2,Agent_cause_1,Agent_cause_2,Agent_cntrl1_1_1,Agent_cntrl1_1_2,Agent_cntrl1_2_1,Agent_cntrl1_2_2,Agent_cntrl2_1_1,Agent_cntrl2_1_2,Agent_cntrl2_2_1,Agent_cntrl2_2_2,Agent_estims_1,Agent_estims_2,Agent_estims_3,Action_Rel_1,Action_Rel_2,Action_Cause_1,Action_Cause_2,Action_cntrl1_1_1,Action_cntrl1_1_2,Action_cntrl1_2_1,Action_cntrl1_2_2,Action_cntrl2_1_1,Action_cntrl2_1_2,Action_cntrl2_2_1,Action_cntrl2_2_2,Action_estims_1,Action_estims_2,Action_estims_3,Object_Rel_1,Object_Rel_2,Object_cause_1,Object_cause_2,Object_cntrl1_1_1,Object_cntrl1_1_2,Object_cntrl1_2_1,Object_cntrl1_2_2,Object_cntrl2_1_1,Object_cntrl2_1_2,Object_cntrl2_2_1,Object_cntrl2_2_2,Object_estims_1,Object_estims_2,Object_estims_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BR-FL_15,DO-BR-FL_22,DO-BL-Standardnormtransgression,DO-BL-Unintendednormtransgression,DO-BL-Ignorantnormtransgression,DO-BL-DeceivedNormTransgression,DO-Q-Agent_rel,DO-Q-Action_Rel,DO-Q-Object_Rel,DO-Q-SNT,DO-Q-UNT,DO-Q-INT,DO-Q-DNT,LocationLatitude,LocationLongitude,LocationAccuracy
R_2dLtMyQ46Nj7TEN,Default Response Set,Anonymous,,,162.230.40.104,0,9/30/2016 10:44,9/30/2016 10:49,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,0,,,,,,,,,,,,,,,,1,45,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,43.60949707,-83.94609833,-1
R_RfPV5SEBzjYMrw5,Default Response Set,Anonymous,,,108.219.212.132,0,9/30/2016 10:46,9/30/2016 10:49,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,33,33,34,1,58,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,34.17669678,-118.3105011,-1
R_ulHp2cKnpv8k5uV,Default Response Set,Anonymous,,,207.54.58.254,0,9/30/2016 10:44,9/30/2016 10:49,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,10,,,,,,,,,,,,,,,,1,47,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,34.13299561,-84.30049896,-1
R_3JIrInLahoZenlk,Default Response Set,Anonymous,,,162.198.44.182,0,9/30/2016 10:45,9/30/2016 10:49,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,,,1,1,,1,,52,53,1,,,,,,,,,,,,,,,,2,40,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,26.62030029,-80.05919647,-1
R_2Xd276HXCHoucZg,Default Response Set,Anonymous,,,208.87.44.35,0,9/30/2016 10:45,9/30/2016 10:49,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,1,44,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,41.86849976,-71.39279938,-1
R_1fkIfC97AZH7czj,Default Response Set,Anonymous,,,142.255.122.126,0,9/30/2016 10:45,9/30/2016 10:50,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,25,25,50,2,29,2,,,,1,,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,40.69309998,-73.73699951,-1
R_3iEWxStgWpVQI8S,Default Response Set,Anonymous,,,50.55.55.98,0,9/30/2016 10:45,9/30/2016 10:50,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,2,2,97,1,46,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,35.789505,-78.8742981,-1
R_O0zoiFu04V7Lmtr,Default Response Set,Anonymous,,,137.118.148.7,0,9/30/2016 10:44,9/30/2016 10:50,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,1,1,1,,1,,33,34,33,,,,,,,,,,,,,,,,1,67,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,45.7046051,-123.8618011,-1
R_2UcoIQV0vRPE1Tr,Default Response Set,Anonymous,,,108.245.192.125,0,9/30/2016 10:46,9/30/2016 10:51,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,39,39,20,,,,,,,,,,,,,,,,1,44,2,,1,,,,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,34.09049988,-118.1343994,-1
R_10MdrrGYNutFlYW,Default Response Set,Anonymous,,,204.145.237.254,0,9/30/2016 10:46,9/30/2016 10:51,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,26.69830322,-82.02709961,-1
R_10JilCp3XamWwn0,Default Response Set,Anonymous,,,173.23.245.170,0,9/30/2016 10:46,9/30/2016 10:52,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,1,,1,,63,100,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,2|1,,,,,,,37.20610046,-93.30319977,-1
R_1gOuvCs84aXsr29,Default Response Set,Anonymous,,,68.43.172.179,0,9/30/2016 10:37,9/30/2016 10:52,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,26,26,69,1,21,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,42.4230957,-86.21869659,-1
R_p5Fxp7PVNnxouDT,Default Response Set,Anonymous,,,98.220.89.209,0,9/30/2016 10:47,9/30/2016 10:53,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,60,8,32,,,,,,,,,,,,,,,,1,25,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,42.25579834,-88.99909973,-1
R_29adJbpA6ye3MVs,Default Response Set,Anonymous,,,174.55.16.183,0,9/30/2016 10:44,9/30/2016 10:53,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,41.42460632,-75.70570374,-1
R_1Kx3tKd0NCT7Bzu,Default Response Set,Anonymous,,,74.214.36.169,0,9/30/2016 10:51,9/30/2016 10:53,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,4,46,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,41.09509277,-76.26190186,-1
R_2DSJyebVEgSydtZ,Default Response Set,Anonymous,,,162.198.44.182,0,9/30/2016 10:51,9/30/2016 10:53,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,,,1,1,,1,,63,63,63,,,,,,,,,,,,,,,,1,45,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,2|1,,,,,,26.62030029,-80.05919647,-1
R_DqsjaduhwMFnE9H,Default Response Set,Anonymous,,,75.146.211.214,0,9/30/2016 10:52,9/30/2016 10:54,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,40.10299683,-74.9414978,-1
R_2rjiigtqKFMfFUR,Default Response Set,Anonymous,,,64.201.88.234,0,9/30/2016 10:51,9/30/2016 10:54,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,,,100,2,44,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,40.03030396,-79.32170105,-1
R_eEdGxsJUOJnBzHP,Default Response Set,Anonymous,,,66.227.226.255,0,9/30/2016 10:50,9/30/2016 10:55,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,40,40,20,,,,,,,,,,,,,,,,1,21,2,,,,1,,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,1|2,,,,,,44.03869629,-84.84140015,-1
R_1kU2mT5EzUXUl4W,Default Response Set,Anonymous,,,107.72.162.18,0,9/30/2016 10:51,9/30/2016 10:55,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,0,,,,,,,,,,,,,,,,2,24,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,26.02059937,-80.24440002,-1
R_1JELcpBj0g38BS6,Default Response Set,Anonymous,,,143.112.32.4,0,9/30/2016 10:52,9/30/2016 10:55,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,,,100,1,44,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,37.79089355,-122.4017029,-1
R_24P0h5Vg2wPO49H,Default Response Set,Anonymous,,,136.176.114.104,0,9/30/2016 10:54,9/30/2016 10:56,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,1,1,,1,,1,,41,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,,1,,,,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,40.69630432,-89.61660004,-1
R_2toi7ShhINxMpCG,Default Response Set,Anonymous,,,67.85.106.229,0,9/30/2016 10:53,9/30/2016 10:56,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,1,1,,,1,56,37,57,,,,,,,,,,,,,,,,1,30,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,40.62249756,-73.96620178,-1
R_2UVJneQTIxP50AL,Default Response Set,Anonymous,,,198.22.162.33,0,9/30/2016 10:53,9/30/2016 10:56,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,1,,100,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,37.75100708,-97.8219986,-1
R_23dDv7OUCjDyWHa,Default Response Set,Anonymous,,,70.178.230.173,0,9/30/2016 10:52,9/30/2016 10:57,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,1,1,,1,,0,17,100,,,,,,,,,,,,,,,,1,49,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,35.34790039,-94.35320282,-1
R_1HpLXWhEBImv61A,Default Response Set,Anonymous,,,172.56.5.48,0,9/30/2016 10:49,9/30/2016 10:57,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,10,50,24,2,42,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,33.74899292,-84.38800049,-1
R_3jUSp7omWb7baDP,Default Response Set,Anonymous,,,47.146.162.224,0,9/30/2016 10:53,9/30/2016 10:57,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,34.05439758,-118.2440033,-1
R_6ScWAgfVYBbsLAJ,Default Response Set,Anonymous,,,104.6.93.205,0,9/30/2016 10:50,9/30/2016 10:58,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,99,,,,,,,,,,,,,,,,1,33,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,38.34390259,-85.42990112,-1
R_T14gPoCoiVpjxXH,Default Response Set,Anonymous,,,75.108.5.123,0,9/30/2016 10:54,9/30/2016 10:58,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,39,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,32.44720459,-96.07460022,-1
R_2xRWZBS9WAbewiD,Default Response Set,Anonymous,,,108.209.102.65,0,9/30/2016 10:55,9/30/2016 10:58,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,1|2,,,,,,,33.92030334,-84.61799622,-1
R_3nuwN035Ul1iIcK,Default Response Set,Anonymous,,,208.102.75.139,0,9/30/2016 10:53,9/30/2016 10:58,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,30,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,39.06570435,-84.52899933,-1
R_27JovWiLk3bZHnp,Default Response Set,Anonymous,,,204.116.144.114,0,9/30/2016 10:52,9/30/2016 10:58,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,35,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,1|2,,,,,36.4151001,-80.47730255,-1
R_11ZVJig2z1LJA4Y,Default Response Set,Anonymous,,,68.106.51.129,0,9/30/2016 10:56,9/30/2016 10:58,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,1,1,100,2,27,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,1|2,,,,,33.62379456,-112.0511017,-1
R_11cQNl36Qjg9Ivo,Default Response Set,Anonymous,,,173.89.224.14,0,9/30/2016 10:53,9/30/2016 10:58,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,100,100,0,1,,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,41.29879761,-80.48880005,-1
R_2YmSrlccWLRDS29,Default Response Set,Anonymous,,,24.179.156.163,0,9/30/2016 10:49,9/30/2016 10:59,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,,1,,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,44.74679565,-93.20210266,-1
R_1OjjU5p2kAaNCDx,Default Response Set,Anonymous,,,68.54.130.19,0,9/30/2016 10:55,9/30/2016 10:59,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,,1,,,1,1,,1,,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,39.24949646,-86.56169891,-1
R_1DqDVGGdjNuCUy0,Default Response Set,Anonymous,,,72.198.197.85,0,9/30/2016 10:56,9/30/2016 11:00,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,1,,,100,2,31,2,,,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,41.29589844,-95.99909973,-1
R_2cnhgz06Jjkg7J0,Default Response Set,Anonymous,,,71.174.8.122,0,9/30/2016 10:56,9/30/2016 11:00,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,42.27059937,-71.84790039,-1
R_tDGyycyif5sIVJ7,Default Response Set,Anonymous,,,199.241.148.21,0,9/30/2016 10:54,9/30/2016 11:00,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,,,80,,,,,,,,,,,,,,,,2,52,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,38.10009766,-114.3815002,-1
R_1nVGuJVmElPFg35,Default Response Set,Anonymous,,,67.165.51.192,0,9/30/2016 10:50,9/30/2016 11:00,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,80,0,20,2,39,2,,1,,,,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,40.51609802,-80.03749847,-1
R_1H0QaPQNDQ05JFd,Default Response Set,Anonymous,,,209.58.130.104,0,9/30/2016 10:56,9/30/2016 11:00,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,,,1,1,,1,,0,15,50,,,,,,,,,,,,,,,,1,23,1,,,,,,1,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,1|2,,,,,,37.3874054,-121.9024048,-1
R_1MX9CEZTw2fcEHa,Default Response Set,Anonymous,,,70.195.73.118,0,9/30/2016 10:56,9/30/2016 11:01,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,38.58050537,-90.2743988,-1
R_1Eg3uaRYKAxccmQ,Default Response Set,Anonymous,,,73.210.180.82,0,9/30/2016 10:59,9/30/2016 11:01,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,42,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,2|1,,,,,,41.6269989,-88.20400238,-1
R_1MPTrU3coZ9mcnj,Default Response Set,Anonymous,,,67.61.189.200,0,9/30/2016 10:55,9/30/2016 11:02,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,33,33,33,2,23,2,,,,1,,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,30.36480713,-88.54299927,-1
R_294kBOGNEl2nY4x,Default Response Set,Anonymous,,,204.169.128.2,0,9/30/2016 10:58,9/30/2016 11:02,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,1,1,97,,,,,,,,,,,,,,,,1,32,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,45.01409912,-93.03050232,-1
R_OjM0IFQkink3QIh,Default Response Set,Anonymous,,,24.177.1.15,0,9/30/2016 10:59,9/30/2016 11:03,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,2,2,1,,1,1,1,1,1,,1,,49,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,1|2,,,,,,,41.78469849,-71.96289825,-1
R_2EAzCKG1bZ7RY14,Default Response Set,Anonymous,,,50.26.132.28,0,9/30/2016 10:59,9/30/2016 11:03,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,35.11450195,-101.7712021,-1
R_oYsZO4ZmKqAHMGZ,Default Response Set,Anonymous,,,73.24.103.111,0,9/30/2016 10:58,9/30/2016 11:04,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,,1,,1,1,,,1,1,,39,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,28.51060486,-81.19760132,-1
R_2dLppKEoeqBikGS,Default Response Set,Anonymous,,,167.177.39.7,0,9/30/2016 11:02,9/30/2016 11:05,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,50,40,10,2,30,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,45.07240295,-93.18740082,-1
R_1r06Q7tLSiDe06I,Default Response Set,Anonymous,,,76.181.124.164,0,9/30/2016 11:00,9/30/2016 11:05,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,35,34,52,,,,,,,,,,,,,,,,2,26,2,1,,,,,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,40.00970459,-82.67179871,-1
R_22zvRS4SXr58uRu,Default Response Set,Anonymous,,,172.97.21.96,0,9/30/2016 10:58,9/30/2016 11:05,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,40,0,100,2,23,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,38.09539795,-82.72109985,-1
R_2Ec9VTRzCMpGKMi,Default Response Set,Anonymous,,,75.134.189.54,0,9/30/2016 11:02,9/30/2016 11:06,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,44,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,41.95050049,-83.4457016,-1
R_1IhBeQuqn9VWZl6,Default Response Set,Anonymous,,,73.216.148.113,0,9/30/2016 11:02,9/30/2016 11:06,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,2,1,,1,1,,,1,,1,,1,11,85,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,,1,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,37.51600647,-77.50050354,-1
R_qIdvHO01OP291MR,Default Response Set,Anonymous,,,98.30.75.226,0,9/30/2016 11:03,9/30/2016 11:07,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,1,1,100,,,,,,,,,,,,,,,,2,43,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,41.12449646,-83.12120056,-1
R_3Rr9xU3fCmFplB6,Default Response Set,Anonymous,,,70.176.21.249,0,9/30/2016 11:05,9/30/2016 11:07,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,1,1,,22,80,41,2,22,2,,1,,,,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,33.32330322,-111.8244019,-1
R_T7MyeZbOs2MShoJ,Default Response Set,Anonymous,,,65.246.1.5,0,9/30/2016 11:06,9/30/2016 11:07,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,2,1,,1,,1,,1,,1,,56,58,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,2,,1,,,,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,39.35069275,-76.56269836,-1
R_2AFEevRfgMQZe9O,Default Response Set,Anonymous,,,204.194.141.29,0,9/30/2016 11:04,9/30/2016 11:07,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,1,1,0,0,100,1,27,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,1|2,,,,,41.26150513,-96.05269623,-1
R_yq33mEE1KWJpqxz,Default Response Set,Anonymous,,,71.237.220.49,0,9/30/2016 11:04,9/30/2016 11:08,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,2,1,,1,1,1,1,1,,1,,6,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,1|2,,,,,,,45.5072937,-122.6931992,-1
R_1MLbBMvdtO5JS4p,Default Response Set,Anonymous,,,128.205.163.165,0,9/30/2016 11:04,9/30/2016 11:08,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,0,0,100,1,31,2,,,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,42.7684021,-78.88710022,-1
