ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,SNT,SNT_Time_1,SNT_Time_2,SNT_Time_3,SNT_Time_4,UNT,UNT_time_1,UNT_time_2,UNT_time_3,UNT_time_4,INT,INT_time_1,INT_time_2,INT_time_3,INT_time_4,DNT,DNT_time_1,DNT_time_2,DNT_time_3,DNT_time_4,Agent_rel_1,Agent_rel_2,Agent_cause_1,Agent_cause_2,Agent_cntrl1_1_1,Agent_cntrl1_1_2,Agent_cntrl1_2_1,Agent_cntrl1_2_2,Agent_cntrl2_1_1,Agent_cntrl2_1_2,Agent_cntrl2_2_1,Agent_cntrl2_2_2,Agent_estims_1,Agent_estims_2,Agent_estims_3,Action_Rel_1,Action_Rel_2,Action_Cause_1,Action_Cause_2,Action_cntrl1_1_1,Action_cntrl1_1_2,Action_cntrl1_2_1,Action_cntrl1_2_2,Action_cntrl2_1_1,Action_cntrl2_1_2,Action_cntrl2_2_1,Action_cntrl2_2_2,Action_estims_1,Action_estims_2,Action_estims_3,Object_Rel_1,Object_Rel_2,Object_cause_1,Object_cause_2,Object_cntrl1_1_1,Object_cntrl1_1_2,Object_cntrl1_2_1,Object_cntrl1_2_2,Object_cntrl2_1_1,Object_cntrl2_1_2,Object_cntrl2_2_1,Object_cntrl2_2_2,Object_estims_1,Object_estims_2,Object_estims_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BR-FL_15,DO-BR-FL_22,DO-BL-Standardnormtransgression,DO-BL-Unintendednormtransgression,DO-BL-Ignorantnormtransgression,DO-BL-DeceivedNormTransgression,DO-Q-Agent_rel,DO-Q-Action_Rel,DO-Q-Object_Rel,DO-Q-SNT,DO-Q-UNT,DO-Q-INT,DO-Q-DNT,LocationLatitude,LocationLongitude,LocationAccuracy
R_3HUPhUz5q6bLmzu,Default Response Set,Anonymous,,,45.79.202.59,0,9/30/2016 10:27,9/30/2016 10:30,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,1,,87,68,46,,,,,,,,,,,,,,,,1,26,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,33.74899292,-84.38800049,-1
R_3gSZqVM9AqshuQG,Default Response Set,Anonymous,,,192.249.47.212,0,9/30/2016 10:26,9/30/2016 10:30,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,21,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,41.68559265,-72.73120117,-1
R_1pWFn5vomzwAZ3d,Default Response Set,Anonymous,,,66.26.235.143,0,9/30/2016 10:26,9/30/2016 10:30,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,94,,,,,,,,,,,,,,,,2,46,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,36.01010132,-80.1391983,-1
R_cOYJXxbB5DfD5Qd,Default Response Set,Anonymous,,,72.93.238.134,0,9/30/2016 10:26,9/30/2016 10:30,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,42.48530579,-71.44180298,-1
R_1q9BMEyK5lGo1UH,Default Response Set,Anonymous,,,68.97.148.141,0,9/30/2016 10:28,9/30/2016 10:30,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,4,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,35.53309631,-97.77069855,-1
R_2y7OYFT13969Q3y,Default Response Set,Anonymous,,,104.54.230.202,0,9/30/2016 10:27,9/30/2016 10:30,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,31,31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,1|2,,,,,,,30.50520325,-97.82029724,-1
R_NVBlwS6wtMmHAqJ,Default Response Set,Anonymous,,,24.96.221.126,0,9/30/2016 10:27,9/30/2016 10:30,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,26,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,1|2,,,,,30.16079712,-85.625,-1
R_Zeou1f2P75MrcOZ,Default Response Set,Anonymous,,,24.55.149.65,0,9/30/2016 10:26,9/30/2016 10:31,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,1,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,2|1,,,,,,,40.99780273,-76.79129791,-1
R_3J9QNb2vN1DmXCX,Default Response Set,Anonymous,,,172.98.87.118,0,9/30/2016 10:29,9/30/2016 10:31,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,46,55,47,,,,,,,,,,,,,,,,1,24,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,2|1,,,,,,33.7480011,-84.38580322,-1
R_1rP7QglccGL01th,Default Response Set,Anonymous,,,73.244.110.94,0,9/30/2016 10:27,9/30/2016 10:31,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,7,7,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,27.23399353,-80.3227005,-1
R_3fdGVSAkO2vJPgC,Default Response Set,Anonymous,,,73.214.243.173,0,9/30/2016 10:28,9/30/2016 10:31,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,25,15,54,2,31,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,1|2,,,,,40.33560181,-79.55069733,-1
R_bBgqQBHAYqjfTkB,Default Response Set,Anonymous,,,66.25.30.69,0,9/30/2016 10:29,9/30/2016 10:31,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,100,100,,,,,,,,,,,,,,,,2,32,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,32.95880127,-96.98120117,-1
R_yx6J2iCXzGNZUWZ,Default Response Set,Anonymous,,,24.154.116.112,0,9/30/2016 10:28,9/30/2016 10:31,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,1,,,,,,,,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,40.6289978,-80.07929993,-1
R_3EiKnoX7WpIEUOc,Default Response Set,Anonymous,,,199.168.239.219,0,9/30/2016 10:27,9/30/2016 10:31,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,41.86320496,-87.61979675,-1
R_2wMpNbhKD8NVzJf,Default Response Set,Anonymous,,,70.120.250.158,0,9/30/2016 10:27,9/30/2016 10:31,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,21,2,,1,,,,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,26.27589417,-98.23300171,-1
R_3vXSFxd5pplGUNn,Default Response Set,Anonymous,,,13.84.155.13,0,9/30/2016 10:30,9/30/2016 10:31,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,,1,,1,1,,,1,,,,53,50,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,1,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,29.42410278,-98.49359894,-1
R_1PZgFsax0p76gTt,Default Response Set,Anonymous,,,76.188.52.57,0,9/30/2016 10:27,9/30/2016 10:32,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,,,1,1,,1,,52,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,41.85279846,-80.79049683,-1
R_1eQ1wmysbxx2acb,Default Response Set,Anonymous,,,52.161.24.44,0,9/30/2016 10:30,9/30/2016 10:32,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,99,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,1,,,1,,,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,41.13999939,-104.8202972,-1
R_2RQwKID75xdKozX,Default Response Set,Anonymous,,,50.183.9.204,0,9/30/2016 10:27,9/30/2016 10:32,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,0,100,2,43,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,39.68659973,-105.0899963,-1
R_3D0xgLfAOrGVqeE,Default Response Set,Anonymous,,,67.142.161.19,0,9/30/2016 10:27,9/30/2016 10:32,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,0,82,2,41,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,37.75100708,-97.8219986,-1
R_2fANW6fLu8Ztggm,Default Response Set,Anonymous,,,97.84.30.41,0,9/30/2016 10:28,9/30/2016 10:32,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,1,2,99,,,,,,,,,,,,,,,,2,43,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,33.7980957,-86.4469986,-1
R_2PbyIzfsLh2NVmG,Default Response Set,Anonymous,,,108.61.226.17,0,9/30/2016 10:29,9/30/2016 10:32,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,2,1,,1,,,1,1,,1,,4,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,2|1,,,,,,,27.998703,-82.51560211,-1
R_1jfhjbc2yaktkt6,Default Response Set,Anonymous,,,70.183.142.10,0,9/30/2016 10:28,9/30/2016 10:32,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,22,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,36.84629822,-76.09790039,-1
R_W8nZ7sARSOW36Nj,Default Response Set,Anonymous,,,98.14.170.194,0,9/30/2016 10:29,9/30/2016 10:32,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,1,1,98,2,36,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,40.73539734,-73.87830353,-1
R_1nMCaBYSEeUyWuN,Default Response Set,Anonymous,,,63.243.37.162,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,2,1,,1,1,,,1,1,,1,,33,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,2|1,,,,,,,28.61849976,-81.43360138,-1
R_1eV1X2WQS6Hgd9L,Default Response Set,Anonymous,,,65.88.88.203,0,9/30/2016 10:28,9/30/2016 10:33,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,70,25,5,,,,,,,,,,,,,,,,1,52,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,2|1,,,,,,40.74490356,-73.97820282,-1
R_3p6m9RZVn7bN636,Default Response Set,Anonymous,,,74.109.237.72,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,34,33,33,,,,,,,,,,,,,,,,2,26,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,40.46809387,-79.91139984,-1
R_1gkzd32koYIBuxc,Default Response Set,Anonymous,,,71.173.2.248,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,100,100,0,,,,,,,,,,,,,,,,1,33,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,41.28630066,-75.89530182,-1
R_3j73GqFa0amF9PP,Default Response Set,Anonymous,,,174.101.144.55,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,1,22,2,,,,,1,,,Ignorant norm transgression,Action Questions,,,INT|INT_time,,,1|2,,,,,,39.13650513,-84.43250275,-1
R_2tzJooBM3hL49rx,Default Response Set,Anonymous,,,67.177.163.70,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,,1,,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,2,,,,,1,,,Deceived Norm Transgression,Agent Questions,,,,DNT|DNT_time,1|2,,,,,,,35.95370483,-83.9335022,-1
R_1igvNcKB1c2mmfx,Default Response Set,Anonymous,,,73.194.189.44,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,1,44,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,1|2,,,,,39.79780579,-74.25589752,-1
R_2qlTM5WAFb87jI2,Default Response Set,Anonymous,,,24.155.76.184,0,9/30/2016 10:31,9/30/2016 10:33,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,23,2,,1,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,1|2,,,,,29.87289429,-98.01399994,-1
R_3GvL6Mv08dL2273,Default Response Set,Anonymous,,,96.29.161.191,0,9/30/2016 10:29,9/30/2016 10:33,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,1,,1,1,66,2,34,2,,,,,1,,,Unintended norm transgression,Object Questions,,UNT|UNT_time,,,,,2|1,,,,,38.01589966,-84.48470306,-1
R_7R7jaMMcXHB4iel,Default Response Set,Anonymous,,,24.220.52.125,0,9/30/2016 10:30,9/30/2016 10:33,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,60,10,30,,,,,,,,,,,,,,,,2,38,2,,,,,1,,,Standard norm transgression,Action Questions,SNT|SNT_Time,,,,,1|2,,,,,,43.7183075,-98.02619934,-1
R_22J3dShcUTmHd8R,Default Response Set,Anonymous,,,75.132.32.99,0,9/30/2016 10:30,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,1,2,1,1,1,,,1,1,,1,,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,2,,,,,1,,,Ignorant norm transgression,Agent Questions,,,INT|INT_time,,1|2,,,,,,,38.4907074,-90.37960052,-1
R_3I3jqRtTgsrpohY,Default Response Set,Anonymous,,,174.124.10.7,0,9/30/2016 10:29,9/30/2016 10:34,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,2,,,,,1,,,Unintended norm transgression,Agent Questions,,UNT|UNT_time,,,2|1,,,,,,,45.10290527,-91.48449707,-1
R_29gJdcm3y9pVffR,Default Response Set,Anonymous,,,139.62.126.55,0,9/30/2016 10:26,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,1,1,100,,,,,,,,,,,,,,,,2,61,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,2|1,,,,,,30.28779602,-81.42639923,-1
R_AB7jehyXfeFbHEZ,Default Response Set,Anonymous,,,96.244.251.132,0,9/30/2016 10:28,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,2,27,2,,,,,1,,,Deceived Norm Transgression,Object Questions,,,,DNT|DNT_time,,,2|1,,,,,39.43629456,-76.63890076,-1
R_2fHYPX7eUOCQWx2,Default Response Set,Anonymous,,,162.138.210.3,0,9/30/2016 10:29,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,1,0,0,100,1,61,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,38.90849304,-77.0177002,-1
R_3hnnEaANQJnmxgy,Default Response Set,Anonymous,,,24.158.191.7,0,9/30/2016 10:31,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,2,31,2,,,,,1,,,Deceived Norm Transgression,Action Questions,,,,DNT|DNT_time,,1|2,,,,,,34.8914032,-85.12069702,-1
R_s5ToAOFqnt3BDDr,Default Response Set,Anonymous,,,98.29.1.88,0,9/30/2016 10:29,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,0,0,100,2,38,2,,,,,1,,,Standard norm transgression,Object Questions,SNT|SNT_Time,,,,,,2|1,,,,,39.6473999,-84.15730286,-1
R_3FPbssDKInHNHJa,Default Response Set,Anonymous,,,47.221.55.10,0,9/30/2016 10:30,9/30/2016 10:34,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,1,,33,33,33,,,,,,,,,,,,,,,,2,43,2,,,,,1,,,Unintended norm transgression,Action Questions,,UNT|UNT_time,,,,2|1,,,,,,30.05690002,-95.1835022,-1
R_0GMzcAKetJmn9Vn,Default Response Set,Anonymous,,,68.106.233.169,0,9/30/2016 10:32,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,1,1,,1,,76,21,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,1|2,,,,,,,33.35279846,-111.7890015,-1
R_3ELOinFUiENSuRW,Default Response Set,Anonymous,,,75.108.7.127,0,9/30/2016 10:30,9/30/2016 10:34,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,1,,1,,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,2,,,,,1,,,Standard norm transgression,Agent Questions,SNT|SNT_Time,,,,2|1,,,,,,,32.25680542,-96.0821991,-1
R_1i9z9oAC1Iwy3N0,Default Response Set,Anonymous,,,72.76.86.201,0,9/30/2016 10:28,9/30/2016 10:34,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,,1,,1,,1,0,0,0,2,34,2,,,,,1,,,Ignorant norm transgression,Object Questions,,,INT|INT_time,,,,2|1,,,,,40.84829712,-73.97250366,-1
